user_id,sex,age,city_id
708,2,20,243
709,1,14,0
710,2,26,0
711,2,18,244
712,2,0,0
713,1,18,245
714,1,34,138
715,1,41,0
716,1,14,0
717,2,38,0
718,2,30,3
719,1,36,110
720,2,43,7
721,1,32,0
722,1,16,246
723,1,29,17
724,1,21,247
725,2,31,11
726,1,37,248
727,1,33,7
728,1,16,0
729,1,17,19
730,1,15,0
731,1,50,249
732,2,18,250
733,2,21,0
734,1,42,251
735,2,43,0
736,2,41,25
737,1,23,3
738,2,31,7
739,1,22,31
740,1,20,0
741,2,20,0
742,2,22,194
743,1,16,0
744,2,0,0
745,2,31,135
746,1,15,0
747,1,38,0
748,1,33,252
749,2,0,107
750,1,35,0
751,1,14,253
752,1,36,60
753,2,54,0
754,1,59,254
755,1,14,255
756,1,41,56
757,1,22,0
758,2,29,29
759,2,19,8
760,1,35,0
761,2,22,256
762,1,29,257
763,1,47,0
764,2,0,0
765,2,0,0
766,2,39,258
767,2,118,133
768,2,94,0
769,2,0,231
770,2,19,0
771,1,0,0
772,1,15,0
773,1,33,259
774,1,47,13
775,1,29,260
776,2,30,49
777,1,31,0
778,2,32,0
779,2,41,261
780,2,34,8
781,1,56,262
782,2,14,263
783,1,45,0
784,1,15,0
785,1,28,0
786,2,43,0
787,1,72,260
788,2,20,0
789,1,0,264
790,2,25,265
791,1,31,7
792,2,18,0
793,2,20,266
794,1,41,168
795,2,29,163
796,2,22,159
797,2,21,99
798,2,0,267
799,1,34,268
800,1,19,269
801,1,41,0
802,1,21,3
803,2,18,35
804,1,31,270
805,2,31,271
806,2,23,16
807,2,15,0
808,1,15,272
809,1,47,273
810,1,29,0
811,2,36,0
812,1,18,118
813,1,43,274
814,1,15,0
815,2,26,226
816,1,0,25
817,2,17,43
818,1,43,275
819,1,14,0
820,2,20,276
821,2,38,277
822,1,19,31
823,1,31,7
824,2,16,278
825,2,26,0
826,1,32,279
827,1,29,3
828,1,25,133
829,1,0,0
830,2,13,280
831,1,26,281
832,1,55,39
833,2,28,7
834,1,16,0
835,2,30,31
836,1,24,171
837,1,23,0
838,1,30,114
839,1,20,3
840,2,33,7
841,2,28,0
842,2,20,111
843,1,42,0
844,1,37,17
845,2,27,104
846,1,22,3
847,1,28,0
848,2,47,0
849,1,43,160
850,1,15,0
851,2,22,194
852,1,56,0
853,1,28,13
854,2,45,3
855,2,36,282
856,2,42,0
857,2,58,0
858,1,49,7
859,2,20,0
860,2,28,49
861,1,47,0
862,2,88,283
863,2,0,23
864,1,0,29
865,1,14,0
866,2,31,34
867,0,14,0
868,2,31,34
869,2,32,284
870,1,29,19
871,2,27,0
872,2,16,0
873,1,14,0
874,2,48,0
875,1,34,285
876,2,0,38
877,2,15,0
878,2,41,3
879,1,21,17
880,2,0,0
881,1,16,185
882,2,22,75
883,2,23,0
884,1,18,0
885,1,32,0
886,1,42,286
887,2,19,99
888,1,28,287
889,2,33,87
890,2,15,0
891,2,23,19
892,2,33,18
893,2,37,0
894,2,27,288
895,1,25,289
896,1,0,0
897,1,14,0
898,2,0,290
899,1,96,0
900,1,18,291
901,1,23,0
902,1,45,3
903,1,16,0
904,1,25,24
905,2,18,0
906,1,20,3
907,2,22,202
908,1,26,0
909,1,37,118
910,2,42,25
911,1,118,7
912,1,23,0
913,1,43,0
914,2,27,67
915,1,19,0
916,1,20,0
917,1,55,7
918,2,24,7
919,1,62,21
920,1,39,15
921,1,24,3
922,1,35,11
923,1,19,292
924,1,25,7
925,1,54,168
926,1,19,194
927,2,29,293
928,1,22,60
929,1,49,0
930,1,33,21
931,1,37,292
932,1,25,0
933,1,54,294
934,1,16,0
935,2,33,60
936,1,18,39
937,2,23,3
938,1,26,185
939,1,14,0
940,1,14,194
941,2,34,133
942,2,20,99
943,1,20,20
944,1,20,3
945,1,57,295
946,2,28,278
947,2,113,0
948,2,16,0
949,2,47,296
950,2,35,0
951,1,45,0
952,2,0,67
953,2,17,147
954,2,39,25
955,2,25,0
956,1,15,0
957,1,54,0
958,2,25,0
959,1,40,297
960,1,30,270
961,1,0,0
962,2,30,108
963,2,0,0
964,2,24,0
965,1,58,209
966,2,0,298
967,1,21,8
968,2,30,299
969,1,43,122
970,1,15,0
971,1,48,232
972,1,23,300
973,2,34,3
974,1,19,196
975,1,27,56
976,1,13,301
977,1,48,3
978,2,15,302
979,2,38,49
980,2,35,303
981,2,27,304
982,1,28,305
983,2,25,0
984,2,33,3
985,2,19,0
986,1,34,0
987,2,13,115
988,2,17,3
989,2,15,201
990,2,21,0
991,2,18,60
992,2,28,0
993,2,33,52
994,1,31,67
995,1,31,49
996,1,0,306
997,2,30,307
998,1,60,0
999,1,41,308
1000,1,57,117
1001,1,29,309
1002,1,47,7
1003,1,24,115
1004,2,14,0
1005,1,50,310
1006,1,0,119
1007,1,0,0
1008,2,32,0
1009,1,29,0
1010,2,29,0
1011,1,18,52
1012,2,25,52
1013,2,22,311
1014,2,29,74
1015,2,33,0
1016,2,27,55
1017,1,37,87
1018,1,44,0
1019,1,33,83
1020,2,30,312
1021,1,35,15
1022,2,39,227
1023,1,14,0
1024,2,17,0
1025,1,36,3
1026,2,50,313
1027,2,17,0
1028,2,22,122
1029,1,0,3
1030,2,18,314
1031,1,38,315
1032,2,21,0
1033,1,21,316
1034,1,49,0
1035,1,14,0
1036,1,15,3
1037,2,24,0
1038,2,33,317
1039,2,18,0
1040,1,14,0
1041,1,33,38
1042,2,31,0
1043,1,33,0
1044,1,28,0
1045,2,20,318
1046,2,30,284
1047,2,37,0
1048,1,19,39
1049,2,31,244
1050,2,50,0
1051,1,24,0
1052,1,38,300
1053,2,25,59
1054,2,26,0
1055,1,24,319
1056,1,34,295
1057,2,19,3
1058,2,15,172
1059,1,0,0
1060,2,15,0
1061,2,34,110
1062,1,29,3
1063,1,27,52
1064,1,17,0
1065,2,25,68
1066,1,29,163
1067,1,33,0
1068,1,36,320
1069,1,0,292
1070,1,59,321
1071,1,46,322
1072,2,24,17
1073,1,0,3
1074,2,42,270
1075,1,31,323
1076,2,16,0
1077,1,43,29
1078,1,33,149
1079,2,18,324
1080,2,35,7
1081,2,49,325
1082,1,18,0
1083,1,20,89
1084,1,33,0
1085,1,33,30
1086,1,30,0
1087,1,49,0
1088,2,30,326
1089,2,35,163
1090,1,74,193
1091,1,60,30
1092,2,0,118
1093,2,29,0
1094,2,22,67
1095,2,62,0
1096,2,117,0
1097,1,33,327
1098,2,28,3
1099,1,38,15
1100,1,42,328
1101,1,37,82
1102,2,30,0
1103,1,19,122
1104,1,16,0
1105,1,20,329
1106,1,0,7
1107,2,21,3
1108,2,19,330
1109,1,49,3
1110,1,58,25
1111,2,0,0
1112,1,18,0
1113,2,54,0
1114,1,35,3
1115,2,22,0
1116,1,20,243
1117,1,33,8
1118,2,33,331
1119,1,21,13
1120,1,44,52
1121,2,26,332
1122,2,0,0
1123,2,42,333
1124,1,26,19
1125,1,0,0
1126,1,60,29
1127,1,21,334
1128,1,19,335
1129,1,44,336
1130,2,0,0
1131,2,29,3
1132,1,36,15
1133,1,0,0
1134,1,30,86
1135,1,27,66
1136,1,20,270
1137,1,21,114
1138,1,21,0
1139,2,19,337
1140,2,25,3
1141,1,29,338
1142,1,52,0
1143,2,34,3
1144,2,38,3
1145,1,20,0
1146,1,17,3
1147,2,114,0
1148,1,53,233
1149,1,20,7
1150,1,16,339
1151,1,54,340
1152,2,19,341
1153,2,15,342
1154,1,22,35
1155,2,40,15
1156,2,22,39
1157,2,31,97
1158,2,14,0
1159,1,43,0
1160,2,21,0
1161,1,18,0
1162,2,33,343
1163,1,27,344
1164,1,16,0
1165,2,0,114
1166,2,30,0
1167,1,26,0
1168,2,0,0
1169,2,19,108
1170,2,19,7
1171,2,30,345
1172,2,23,59
1173,1,18,0
1174,1,34,7
1175,1,51,185
1176,2,30,3
1177,1,30,133
1178,2,28,0
1179,2,0,0
1180,1,41,0
1181,2,25,152
1182,1,34,342
1183,1,29,114
1184,2,47,38
1185,1,19,0
1186,2,25,346
1187,2,0,3
1188,1,39,15
1189,1,29,201
1190,2,17,347
1191,1,16,0
1192,1,19,0
1193,1,17,0
1194,2,17,348
1195,1,42,0
1196,2,21,0
1197,1,15,60
1198,1,50,7
1199,2,17,0
1200,1,0,60
1201,1,66,248
1202,1,35,0
1203,1,30,87
1204,1,34,0
1205,1,16,308
1206,2,36,99
1207,2,14,0
1208,2,27,0
1209,2,20,0
1210,2,26,349
1211,1,29,196
1212,1,0,0
1213,1,20,350
1214,1,25,351
1215,1,30,60
1216,2,33,352
1217,2,20,21
1218,1,22,19
1219,1,33,353
1220,2,19,3
1221,2,34,354
1222,1,57,355
1223,2,14,0
1224,1,24,356
1225,0,33,0
1226,1,54,39
1227,1,40,357
1228,1,0,117
1229,2,0,0
1230,1,24,99
1231,2,27,201
1232,1,19,193
1233,1,26,3
1234,1,30,43
1235,1,0,118
1236,2,48,20
1237,1,34,0
1238,1,27,0
1239,2,27,3
1240,2,0,0
1241,2,19,7
1242,1,24,358
1243,2,32,7
1244,1,33,29
1245,1,18,359
1246,1,34,360
1247,1,32,0
1248,2,15,0
1249,1,31,8
1250,2,27,361
1251,2,29,0
1252,2,18,0
1253,1,61,24
1254,2,35,349
1255,1,114,0
1256,1,14,362
1257,2,30,95
1258,1,14,0
1259,1,46,363
1260,2,26,99
1261,1,35,0
1262,1,18,139
1263,1,30,0
1264,1,14,0
1265,2,24,364
1266,2,30,365
1267,2,117,38
1268,2,42,95
1269,2,28,278
1270,2,0,0
1271,1,20,0
1272,2,110,0
1273,1,39,366
1274,1,0,0
1275,1,46,67
1276,2,32,60
1277,2,31,0
1278,2,41,60
1279,2,83,0
1280,1,22,367
1281,1,19,0
1282,1,17,0
1283,1,56,30
1284,1,23,19
1285,2,42,368
1286,1,0,369
1287,1,32,3
1288,2,34,166
1289,1,23,98
1290,2,24,0
1291,1,32,29
1292,2,32,67
1293,2,0,0
1294,1,0,370
1295,2,19,371
1296,1,38,0
1297,1,19,49
1298,2,0,3
1299,1,24,0
1300,1,57,67
1301,2,17,0
1302,1,28,372
1303,1,34,60
1304,2,34,0
1305,2,30,3
1306,1,16,373
1307,2,27,292
1308,1,29,43
1309,2,24,267
1310,1,35,0
1311,2,26,201
1312,1,14,0
1313,1,31,1
1314,1,34,3
1315,1,21,0
1316,1,29,374
1317,2,23,0
1318,2,29,67
1319,2,23,201
1320,2,21,0
1321,1,19,375
1322,1,16,17
1323,2,34,56
1324,2,26,0
1325,1,14,376
1326,2,20,377
1327,1,18,3
1328,1,29,0
1329,1,44,317
1330,1,0,0
1331,1,31,7
1332,2,0,0
1333,1,19,4
1334,2,0,19
1335,2,25,0
1336,1,18,18
1337,2,36,16
1338,2,36,378
1339,2,21,117
1340,2,28,270
1341,2,118,0
1342,1,22,140
1343,1,36,331
1344,1,53,7
1345,1,42,0
1346,1,24,0
1347,1,38,25
1348,2,15,0
1349,1,29,142
1350,2,20,0
1351,1,0,7
1352,2,118,3
1353,1,0,379
1354,1,19,0
1355,1,35,0
1356,1,0,67
1357,1,47,374
1358,1,21,0
1359,1,20,25
1360,2,28,3
1361,1,0,0
1362,1,117,7
1363,2,100,380
1364,2,32,67
1365,2,15,135
1366,1,0,0
1367,2,31,0
1368,2,77,3
1369,1,55,0
1370,2,26,49
1371,1,20,82
1372,2,15,0
1373,2,40,7
1374,2,32,169
1375,1,39,202
1376,2,35,3
1377,1,14,56
1378,1,35,49
1379,2,33,3
1380,1,33,97
1381,1,25,0
1382,1,25,163
1383,2,30,381
1384,2,0,21
1385,2,14,382
1386,2,14,0
1387,1,38,131
1388,2,36,383
1389,2,24,49
1390,2,44,0
1391,1,59,56
1392,1,39,25
1393,1,28,0
1394,1,55,8
1395,1,20,384
1396,2,76,118
1397,1,21,385
1398,1,31,3
1399,2,38,7
1400,2,15,17
1401,2,21,302
1402,1,34,386
1403,1,14,0
1404,2,81,7
1405,2,34,8
1406,2,26,66
1407,2,31,62
1408,1,21,55
1409,1,39,387
1410,2,30,388
1411,2,25,38
1412,1,20,172
1413,2,0,3
1414,1,19,0
1415,2,27,205
1416,2,33,43
1417,1,0,49
1418,2,44,243
1419,1,30,389
1420,1,22,3
1421,2,0,56
1422,1,0,13
1423,2,17,390
1424,2,19,244
1425,2,15,0
1426,2,97,391
1427,1,30,13
1428,1,22,7
1429,1,0,0
1430,2,19,0
1431,2,23,392
1432,2,60,83
1433,1,58,380
1434,1,31,393
1435,1,21,7
1436,1,25,0
1437,1,49,56
1438,1,0,0
1439,1,26,0
1440,2,23,201
1441,1,15,394
1442,1,18,201
1443,1,40,177
1444,2,22,395
1445,1,29,396
1446,2,58,397
1447,1,21,89
1448,1,53,0
1449,1,25,3
1450,2,20,60
1451,1,36,398
1452,1,20,0
1453,1,43,399
1454,1,15,0
1455,2,30,25
1456,2,36,0
1457,1,39,8
1458,1,41,0
1459,1,30,3
1460,1,43,39
1461,1,23,0
1462,2,32,21
1463,2,15,400
1464,1,15,283
1465,1,24,0
1466,2,21,0
1467,1,14,201
1468,2,22,0
1469,1,45,0
1470,2,89,0
1471,1,17,0
1472,2,38,401
1473,2,31,83
1474,1,0,15
1475,2,33,7
1476,1,37,8
1477,1,16,402
1478,1,46,0
1479,1,45,403
1480,1,0,99
1481,2,18,0
1482,2,13,404
1483,1,18,405
1484,1,14,401
1485,2,45,317
1486,1,16,355
1487,1,24,309
1488,2,18,15
1489,2,13,118
1490,1,16,30
1491,2,21,83
1492,2,39,0
1493,2,14,0
1494,2,29,60
1495,2,18,0
1496,1,31,0
1497,2,35,309
1498,2,25,406
1499,1,15,407
1500,2,30,0
1501,1,41,56
1502,2,26,83
1503,2,31,7
1504,1,23,3
1505,1,37,408
1506,1,16,368
1507,2,41,7
1508,2,0,409
1509,1,35,0
1510,1,33,0
1511,1,25,0
1512,2,100,410
1513,2,22,114
1514,1,26,16
1515,1,27,411
1516,1,0,0
1517,1,96,7
1518,2,20,412
1519,2,17,0
1520,1,32,87
1521,2,15,413
1522,1,15,0
1523,1,46,83
1524,1,40,414
1525,1,18,117
1526,1,19,15
1527,1,41,415
1528,1,41,416
1529,1,53,0
1530,2,29,3
1531,1,25,295
1532,2,0,0
1533,2,20,0
1534,1,19,417
1535,2,25,418
1536,1,0,0
1537,2,25,35
1538,1,35,34
1539,2,34,275
1540,2,0,419
1541,2,28,0
1542,1,23,420
1543,2,27,7
1544,1,18,421
1545,2,29,201
1546,1,0,0
1547,1,39,422
1548,1,15,0
1549,2,30,384
1550,1,0,331
1551,1,16,0
1552,1,19,3
1553,1,31,3
1554,1,20,384
1555,1,27,142
1556,1,30,418
1557,2,20,0
1558,2,21,423
1559,2,17,349
1560,1,14,424
1561,2,26,3
1562,2,21,0
1563,1,34,425
1564,2,18,3
1565,1,0,0
1566,1,26,149
1567,1,0,15
1568,1,32,253
1569,1,14,426
1570,1,16,99
1571,1,26,0
1572,1,63,0
1573,2,26,201
1574,2,24,384
1575,1,19,39
1576,2,45,0
1577,2,33,59
1578,2,17,28
1579,1,56,56
1580,2,24,0
1581,1,31,0
1582,1,14,0
1583,2,30,427
1584,2,24,67
1585,1,40,3
1586,1,27,82
1587,1,24,428
1588,1,47,0
1589,2,117,11
1590,2,22,39
1591,1,33,0
1592,2,31,429
1593,2,19,3
1594,1,26,430
1595,1,15,0
1596,2,0,13
1597,2,22,201
1598,2,28,431
1599,2,22,89
1600,1,27,66
1601,1,30,112
1602,2,15,432
1603,2,19,0
1604,2,29,3
1605,2,25,0
1606,1,45,17
1607,2,37,0
1608,1,22,0
1609,1,24,0
1610,2,22,0
1611,1,18,0
1612,1,16,347
1613,2,17,0
1614,1,37,17
1615,2,53,384
1616,2,28,3
1617,2,15,0
1618,2,34,140
1619,2,29,433
1620,2,17,434
1621,2,31,135
1622,2,23,0
1623,1,16,0
1624,2,18,0
1625,2,29,308
1626,1,39,0
1627,1,22,0
1628,1,35,292
1629,1,42,117
1630,1,21,0
1631,1,21,0
1632,2,16,435
1633,1,22,0
1634,1,36,436
1635,2,100,0
1636,2,40,234
1637,1,32,437
1638,1,40,285
1639,2,15,0
1640,2,30,8
1641,1,32,0
1642,2,14,0
1643,1,32,438
1644,1,14,439
1645,1,41,61
1646,2,20,11
1647,1,29,3
1648,2,117,7
1649,1,28,0
1650,2,29,0
1651,1,29,0
1652,1,0,0
1653,2,32,0
1654,2,28,0
1655,2,28,0
1656,1,14,17
1657,1,17,231
1658,1,0,21
1659,1,27,440
1660,2,32,0
1661,1,20,7
1662,1,66,19
